"","Value","Freq","Count","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"20",104,4489,36723688,"Tree Height = 4 meters",218,233,212,0.854901961,0.91372549,0.831372549,998,0
"21",105,7999,50517943,"Tree Height = 5 meters",214,231,207,0.839215686,0.905882353,0.811764706,1779,0.1
"22",106,14325,40921392,"Tree Height = 6 meters",206,227,198,0.807843137,0.890196078,0.776470588,3186,0.2
"23",107,24594,35815084,"Tree Height = 7 meters",198,223,188,0.776470588,0.874509804,0.737254902,5470,0.3
"24",108,51340,83421369,"Tree Height = 8 meters",189,218,179,0.741176471,0.854901961,0.701960784,11418,0.6
"25",109,60354,44002137,"Tree Height = 9 meters",181,214,169,0.709803922,0.839215686,0.662745098,13422,0.7
"26",110,84611,59168121,"Tree Height = 10 meters",173,210,160,0.678431373,0.823529412,0.62745098,18817,0.9
"27",111,114631,66078363,"Tree Height = 11 meters",165,206,152,0.647058824,0.807843137,0.596078431,25493,1.3
"28",112,166851,90377419,"Tree Height = 12 meters",156,201,143,0.611764706,0.788235294,0.560784314,37107,1.8
"29",113,260013,120127380,"Tree Height = 13 meters",148,197,135,0.580392157,0.77254902,0.529411765,57825,2.9
"30",114,420477,179336753,"Tree Height = 14 meters",140,194,126,0.549019608,0.760784314,0.494117647,93512,4.7
"31",115,643852,181812671,"Tree Height = 15 meters",132,190,117,0.517647059,0.745098039,0.458823529,143189,7.1
"32",116,910162,238107595,"Tree Height = 16 meters",124,187,108,0.48627451,0.733333333,0.423529412,202415,10.1
"33",117,1147194,197064685,"Tree Height = 17 meters",115,183,99,0.450980392,0.717647059,0.388235294,255130,12.7
"34",118,1165680,409548202,"Tree Height = 18 meters",106,180,91,0.415686275,0.705882353,0.356862745,259241,12.9
"35",119,978103,196386027,"Tree Height = 19 meters",97,177,84,0.380392157,0.694117647,0.329411765,217525,10.8
"36",120,725503,180182164,"Tree Height = 20 meters",87,174,77,0.341176471,0.682352941,0.301960784,161348,8
"37",121,537683,148652997,"Tree Height = 21 meters",78,171,70,0.305882353,0.670588235,0.274509804,119578,5.9
"38",122,371772,130787915,"Tree Height = 22 meters",71,164,64,0.278431373,0.643137255,0.250980392,82680,4.1
"39",123,235655,108221951,"Tree Height = 23 meters",66,154,60,0.258823529,0.603921569,0.235294118,52408,2.6
"40",124,190475,87181121,"Tree Height = 24 meters",62,143,56,0.243137255,0.560784314,0.219607843,42361,2.1
"41",203,62,190257357,"Shrub Height = 0.3 meter",235,222,193,0.921568627,0.870588235,0.756862745,14,0
"42",206,8982,147479762,"Shrub Height = 0.6 meter",229,214,177,0.898039216,0.839215686,0.694117647,1998,0.1
"43",207,3037,156580406,"Shrub Height = 0.7 meter",227,211,172,0.890196078,0.82745098,0.674509804,675,0
"44",208,2700,269429020,"Shrub Height = 0.8 meter",225,209,166,0.882352941,0.819607843,0.650980392,600,0
"45",209,1813,104787172,"Shrub Height = 0.9 meter",224,206,161,0.878431373,0.807843137,0.631372549,403,0
"46",210,2051,43505615,"Shrub Height = 1 meter",222,204,156,0.870588235,0.8,0.611764706,456,0
"47",211,1785,60993359,"Shrub Height = 1.1 meters",220,201,151,0.862745098,0.788235294,0.592156863,397,0
"48",212,2624,38607461,"Shrub Height = 1.2 meters",216,197,145,0.847058824,0.77254902,0.568627451,584,0
"49",213,2635,22507662,"Shrub Height = 1.3 meters",201,183,135,0.788235294,0.717647059,0.529411765,586,0
"50",214,3959,20687096,"Shrub Height = 1.4 meters",186,170,125,0.729411765,0.666666667,0.490196078,880,0
"51",215,3309,16605241,"Shrub Height = 1.5 meters",171,156,115,0.670588235,0.611764706,0.450980392,736,0
"52",216,4355,15853090,"Shrub Height = 1.6 meters",159,142,106,0.623529412,0.556862745,0.415686275,969,0
"53",217,3771,16568684,"Shrub Height = 1.7 meters",150,128,98,0.588235294,0.501960784,0.384313725,839,0
"54",218,5053,17669937,"Shrub Height = 1.8 meters",140,115,90,0.549019608,0.450980392,0.352941176,1124,0.1
"55",219,4054,14202539,"Shrub Height = 1.9 meters",130,101,82,0.509803922,0.396078431,0.321568627,902,0
"56",220,3916,18587276,"Shrub Height = 2.0 meters",121,92,70,0.474509804,0.360784314,0.274509804,871,0
"57",221,1858,12295477,"Shrub Height = 2.1 meters",112,79,58,0.439215686,0.309803922,0.22745098,413,0
"58",222,1641,13335129,"Shrub Height = 2.2 meters",104,68,46,0.407843137,0.266666667,0.180392157,365,0
"59",223,981,10081173,"Shrub Height = 2.3 meters",95,59,36,0.37254902,0.231372549,0.141176471,218,0
"60",224,929,10891914,"Shrub Height = 2.4 meters",89,55,34,0.349019608,0.215686275,0.133333333,207,0
"61",225,318,7385668,"Shrub Height = 2.5 meters",82,51,31,0.321568627,0.2,0.121568627,71,0
"62",226,233,8470983,"Shrub Height = 2.6 meters",75,47,29,0.294117647,0.184313725,0.11372549,52,0
"63",227,45,6337719,"Shrub Height = 2.7 meters",69,42,26,0.270588235,0.164705882,0.101960784,10,0
"64",228,74,6510582,"Shrub Height = 2.8 meters",62,38,24,0.243137255,0.149019608,0.094117647,16,0
"65",229,17,4373514,"Shrub Height = 2.9 meters",56,34,21,0.219607843,0.133333333,0.082352941,4,0
"66",303,28366,893522820,"Herb Height = 0.3 meter",136,197,185,0.533333333,0.77254902,0.725490196,6308,0.3
"67",304,1455,397781502,"Herb Height = 0.4 meter",102,180,165,0.4,0.705882353,0.647058824,324,0
"68",305,4395,89385730,"Herb Height = 0.5 meter",68,163,145,0.266666667,0.639215686,0.568627451,977,0
"69",306,27092,30207424,"Herb Height = 0.6 meter",37,147,125,0.145098039,0.576470588,0.490196078,6025,0.3
"70",307,56075,25580956,"Herb Height = 0.7 meter",0,130,105,0,0.509803922,0.411764706,12471,0.6
"71",308,69566,67066487,"Herb Height = 0.8 meter",0,123,122,0,0.482352941,0.478431373,15471,0.8
"72",309,35981,31361779,"Herb Height = 0.9 meter",0,107,117,0,0.419607843,0.458823529,8002,0.4
"73",310,51615,181217492,"Herb Height >= 1 meter",0,80,88,0,0.31372549,0.345098039,11479,0.6
